"","name","ticker","date","title","nr_attachments","type"
"3973","SpareBank 1 Nord-Norge","NONG","2020-03-25T17:18:01.977+01:00","Key information relating to proposed cash dividend",1,"other"
"3974","Handelsbanken Fonder AB","XACT","2020-03-25T17:12:32.847+01:00","Emisjon i XACT OBX",0,"other"
"3975","Handelsbanken Fonder AB","XACT","2020-03-25T17:12:03.313+01:00","Emisjon i XACT OBX",0,"other"
"3976","SpareBank 1 Nord-Norge","NONG","2020-03-25T17:12:01.813+01:00","Styret foreslår redusert utbytte på grunn av koronakrisen",1,"other"
"3977","SpareBank 1 Nord-Norge","NONG","2020-03-25T17:12:01.813+01:00","SpareBank 1 Nord-Norge recommend dividend reduction due to the Coronavirus crisis",1,"other"
"3978","Handelsbanken Fonder AB","XACT","2020-03-25T17:11:37.7+01:00","Emisjon i XACT OBX",0,"other"
"3979","Sogn Sparebank","SOGN","2020-03-25T17:10:52.467+01:00","Innkalling til møte i generalforsamlinga i Sogn Sparebank 15.04.2020",3,"other"
"3980","Funcom SE","FUNCOM","2020-03-25T17:07:46.547+01:00","Preliminary results of the voluntary offer for all outstanding shares in Funcom SE and the offer made unconditional",0,"other"
"3981","Handelsbanken Fonder AB","XACT","2020-03-25T17:04:26.193+01:00","Emisjon i XACT OBX Bull",0,"other"
"3982","Sparebanken Møre","MORG","2020-03-25T17:04:01.407+01:00","Key information relating to the cash dividend to be paid by Sparebanken Møre",0,"other"
"3983","Sparebanken Møre","MORG","2020-03-25T17:04:01.267+01:00","Nøkkelinformasjon ved kontantutbytte for Sparebanken Møre",0,"other"
"3984","SVENSKA HANDELSBANKEN AB","SHB","2020-03-25T16:47:21.32+01:00","Handelsbanken's Annual General Meeting 2020",1,"other"
"3985","Komplett Bank ASA","KOMP","2020-03-25T16:38:03.917+01:00","Minutes from general meeting",1,"other"
"3986","Sparebanken Sør Boligkreditt AS","SORB","2020-03-25T16:18:08.947+01:00","Sparebanken Sør Boligkreditt AS: Utstedelse av obligasjonslån med fortrinnsrett",0,"other"
"3987","Norwegian Property ASA","NPRO","2020-03-25T16:13:16.307+01:00","NPRO: Notice of ordinary general meeting",3,"other"
"3988","Norwegian Property ASA","NPRO","2020-03-25T16:13:16.293+01:00","NPRO: Innkalling til ordinær generalforsamling",3,"other"
"3989","Sparebanken Møre","MORG","2020-03-25T15:53:52.143+01:00","Nytt tidspunkt for generalforsamlingsmøte i Sparebanken Møre",0,"other"
"3990","Klaveness Combination Carriers ASA","KCC","2020-03-25T15:52:35.263+01:00","Financial calendar",0,"other"
"3991","Insr Insurance Group ASA","INSR","2020-03-25T15:50:45.067+01:00","Insr: Covid-19 Update - Limited impact seen",0,"other"
"3992","Sandnes Sparebank","SADG","2020-03-25T15:31:28.807+01:00","Finansiell kalender",0,"other"
"3993","Sandnes Sparebank","SADG","2020-03-25T14:32:02.5+01:00","Nytt tidspunkt for Forstanderskapsmøte",1,"other"
"3994","AF Gruppen ASA","AFG","2020-03-25T14:30:00+01:00","Vedrørende ekstraordinær generalforsamling 2. april 2020",1,"other"
"3995","AF Gruppen ASA","AFG","2020-03-25T14:30:00+01:00","Regarding Extraordinary General Meeting 2 April 2020",1,"other"
"3996","Grong Sparebank","GRONG-ME","2020-03-25T14:29:24.343+01:00","Grong Sparebank setter ned rentene på boliglån med inntil 0,50 prosentpoeng",0,"other"
"3997","Hønefoss Sparebank","HOSP","2020-03-25T14:22:00.29+01:00","Hønefoss Sparebank setter ned renten",0,"other"
"3998","Olav Thon Eiendomsselskap ASA","OLT","2020-03-25T13:54:30.643+01:00","Financial calendar",0,"other"
"3999","Olav Thon Eiendomsselskap ASA","OLT","2020-03-25T13:54:30.427+01:00","Finansiell kalender",0,"other"
"4000","Citycon Treasury B.V.","CITYT","2020-03-25T13:45:11.34+01:00","Citycon Oyj: Managers' Transactions",0,"other"
"4001","Sunndal Sparebank","SUNSB-ME","2020-03-25T13:42:13.833+01:00","Sunndal Sparebank fremskynder rentekutt og reduserer renten med inntil 0,85 prosentpoeng",0,"other"
"4002","Helgeland Sparebank","HELG","2020-03-25T13:38:16.28+01:00","Revidert utbytteinformasjon",0,"other"
"4003","Sparebanken Sør","SOR","2020-03-25T13:33:30.1+01:00","Sparebanken Sør femskynder varslet rentereduksjon til 31. mars",0,"other"
"4004","Olav Thon Eiendomsselskap ASA","OLT","2020-03-25T13:32:09.19+01:00","OLAV THON EIENDOMSSELSKAP CANCELS PREVIOUSLY ANNOUNCED DIVIDEND FOR 2019",0,"other"
"4005","Olav Thon Eiendomsselskap ASA","OLT","2020-03-25T13:32:09.143+01:00","OLAV THON EIENDOMSSELSKAP KANSELLERER VARSLET UTBYTTE FOR 2019",0,"other"
"4006","Sparebanken Telemark","SBTE","2020-03-25T13:14:43.123+01:00","Sparebanken Telemark fremskynder rentenedsettelsen",0,"other"
"4007","Havyard Group ASA","HYARD","2020-03-25T13:13:55.637+01:00","Notice from Bondholders' Meeting",1,"other"
"4008","Havyard Group ASA","HYARD","2020-03-25T13:13:55.607+01:00","Avholdt obligasjonseiermøte",1,"other"
"4009","Grieg Seafood ASA","GSF","2020-03-25T12:32:59.857+01:00","Grieg Seafood ASA: Extraordinary General Meeting",2,"other"
"4010","2020 Bulkers Ltd.","2020","2020-03-25T11:18:13.947+01:00","Financial calendar",0,"other"
"4011","Funcom SE","FUNCOM","2020-03-25T10:53:02.24+01:00","Last day of the acceptance period for voluntary offer for all outstanding shares in Funcom SE",0,"other"
"4012","PCI Biotech Holding ASA","PCIB","2020-03-25T10:06:15.637+01:00","PCI Biotech: Update on operational implications of the corona pandemic",0,"other"
"4013","5th Planet Games A/S","FIVEPG","2020-03-25T09:56:14.09+01:00","Financial calendar",0,"other"
"4014","Boa Offshore AS","BOAO","2020-03-25T09:08:59.297+01:00","Boa Offshore AS - Information to Bondholders",0,"other"
"4015","Sparebanken Sogn og Fjordane","SFSB","2020-03-25T09:03:45.057+01:00","Tilbakekjøp av eigne obligasjonar",0,"other"
"4016","Bustadkreditt Sogn og Fjordane AS","SSFBK","2020-03-25T08:59:14.073+01:00","Tilbakekjøp og nedkvittering av eigne obligasjonar",0,"other"
"4017","Boa Offshore AS","BOAO","2020-03-25T08:55:00+01:00","Boa Offshore AS - Information to Bondholders",0,"other"
"4018","BOA OCV AS","BOA","2020-03-25T08:55:00+01:00","Boa OCV AS – Summons for Written Resolution",3,"other"
"4019","Awilco Drilling Plc","AWDR","2020-03-25T08:50:39.14+01:00","Financial calendar",0,"other"
"4020","Sparebanken Møre","MORG","2020-03-25T08:43:44.577+01:00","Sparebanken Møre framskynder rentekutt",0,"other"
"4021","SpareBank 1 Nordvest","SNOR","2020-03-25T08:37:28.197+01:00","SNOR: SpareBank 1 Nordvest fremskynder rentekutt til 30. mars - mindre tekstkorreksjon",0,"other"
"4022","Scatec ASA","SSO","2020-03-25T08:30:01.677+01:00","Scatec Solar experiences limited impact on operating solar plants from the COVID-19 outbreak",0,"other"
"4023","SpareBank 1 Nordvest","SNOR","2020-03-25T08:19:56.033+01:00","SNOR: SpareBank 1 Nordvest fremskynder rentekutt til 30. mars",0,"other"
"4024","Ørland Sparebank","ORLSB","2020-03-25T08:11:35.173+01:00","Styrene i Ørland Sparebank og Stadsbygd Sparebank har besluttet å utsette ekstraordinær generalforsamling pga. korona pandemien",1,"other"
"4025","Akastor ASA","AKA","2020-03-25T08:01:19.093+01:00","Akastor ASA: Notice of Annual General Meeting",4,"other"
"4026","Stadsbygd Sparebank","SBSB","2020-03-25T08:00:00+01:00","Styrene i Ørland Sparebank og Stadsbygd Sparebank har besluttet å utsette ekstraordinær generalforsamling pga. korona pandemien",1,"other"
"4027","Equinor ASA","EQNR","2020-03-25T07:01:19.16+01:00","Equinor launches USD 3 billion action plan to strengthen financial resilience in 2020",0,"other"
"4028","Equinor ASA","EQNR","2020-03-25T07:01:19.007+01:00","Equinor presenterer tiltak på 3 milliarder USD for å øke finansiell robusthet i 2020",0,"other"
"4029","SpareBank 1 SMN","MING","2020-03-24T19:24:13.697+01:00","SpareBank 1 SMN: Nøkkelinformasjon ved kontantutbytte",0,"other"
"4030","SpareBank 1 SMN","MING","2020-03-24T19:24:13.697+01:00","SpareBank 1 SMN: Key information relating to cash dividend",0,"other"
"4031","SpareBank 1 SMN","MING","2020-03-24T19:18:40.7+01:00","SpareBank 1 SMN: Directors recommend dividend reduction to meet the cumulative effects of the crisis",0,"other"
"4032","SpareBank 1 SMN","MING","2020-03-24T19:18:40.683+01:00","SpareBank 1 SMN: Styret foreslår redusert utbytte for å møte ringvirkningene av krisen",0,"other"
"4033","SpareBank 1 Østfold Akershus","SOAG","2020-03-24T18:21:59.973+01:00","SpareBank 1 Østfold Akershus setter ned renten",0,"other"
"4034","Napatech A/S","NAPA","2020-03-24T18:03:00.883+01:00","Napatech A/S: Notice for Annual General Meeting 2020 of Napatech A/S",3,"other"
"4035","Wilh. Wilhelmsen Holding ASA","WWI","2020-03-24T17:28:23.2+01:00","Wilh. Wilhelmsen Holding ASA: Transfer of controlling shareholding",0,"other"
"4036","SpareBank 1 BV","SBVG","2020-03-24T17:03:39.76+01:00","SBVG - SpareBank 1 BV senker rentene",0,"other"
"4037","KLP Banken AS","KLPB","2020-03-24T16:39:00.473+01:00","KLP Banken AS - tilbakekjøp",0,"other"
"4038","SpareBank 1 Ringerike Hadeland","RING","2020-03-24T16:20:30.29+01:00","SpareBank 1 Ringerike Hadeland: Setter ned renta på boliglån",0,"other"
"4039","SVENSKA HANDELSBANKEN AB","SHB","2020-03-24T16:00:09.263+01:00","Management change at Handelsbanken",1,"other"
"4040","SVENSKA HANDELSBANKEN AB","SHB","2020-03-24T15:55:08.787+01:00","The Board proposes a postponement to the formal dividend resolution",1,"other"
"4041","Nordea Bank Abp","NDA","2020-03-24T15:46:40.717+01:00","Oslo Børs – Quotes – Knock out",0,"other"
"4042","Totens Sparebank","TOTG","2020-03-24T15:42:57.84+01:00","Informasjon til Generalforsamlingen",1,"other"
"4043","Sparebanken Vest","SVEG","2020-03-24T15:06:54.427+01:00","Avholdt ordinær generalforsamling",1,"other"
"4044","Sparebanken Vest","SVEG","2020-03-24T15:06:54.423+01:00","Annual General Meeting held",1,"other"
"4045","Storebrand ASA","STB","2020-03-24T15:00:02.803+01:00","Financial calendar",0,"other"
"4046","Storebrand ASA","STB","2020-03-24T15:00:02.647+01:00","Finansiell kalender",0,"other"
"4047","Nordea Bank Abp","NDA","2020-03-24T14:49:28+01:00","Oslo Børs – Quotes – Knock out",0,"other"
"4048","Kværner ASA","KVAER","2020-03-24T13:43:41.283+01:00","Protokoll fra Kvaerners ASAs ordinaere generalforsamling 2020",1,"other"
"4049","Kværner ASA","KVAER","2020-03-24T13:43:41.253+01:00","Minutes of Kvaerner ASA's Annual General Meeting 2020",1,"other"
"4050","Totens Sparebank Boligkreditt AS","TSBK","2020-03-24T13:36:56.41+01:00","Generalforsamling",1,"other"
"4051","Verd Boligkreditt AS","VEBK","2020-03-24T13:04:07.643+01:00","Ny administrerende direktør i Verd Boligkreditt",0,"other"
"4052","Genel Energy Finance 2 Limited","GENEL","2020-03-24T12:32:42.8+01:00","Director/PDMR Shareholding",1,"other"
"4053","Nordea Bank Abp","NDA","2020-03-24T12:06:29.15+01:00","Oslo Børs – Quotes – Knock out",0,"other"
"4054","Kværner ASA","KVAER","2020-03-24T11:59:58.757+01:00","Kværners ASAs ordinære generalforsamling 2020 - presentasjoner",1,"other"
"4055","Kværner ASA","KVAER","2020-03-24T11:59:58.603+01:00","Kvaerner's ASA's Annual General Meeting 2020 - presentations",1,"other"
"4056","Nordea Bank Abp","NDA","2020-03-24T11:55:25.967+01:00","Oslo Børs – Quotes – Knock out",0,"other"
"4057","Nordea Bank Abp","NDA","2020-03-24T11:48:21.763+01:00","Oslo Børs – Quotes – Knock out",0,"other"
"4058","Eidsiva Energi AS","EIEN","2020-03-24T11:43:38.007+01:00","Scope Ratings bekrefter rating på BBB+ (Stabile utsikter) på Eidsiva Energi",1,"other"
"4059","Nordic Nanovector ASA","NANO","2020-03-24T11:40:46.503+01:00","Nordic Nanovector ASA - allocation of PSUs",0,"other"
"4060","Genel Energy Finance 2 Limited","GENEL","2020-03-24T10:32:57.737+01:00","Genel Energy PLC: Director/PDMR Shareholding",1,"other"
"4061","Baltic Sea Properties AS","BALT-ME","2020-03-24T10:27:52.56+01:00","Finansiell kalender",0,"other"
"4062","Sparebanken Telemark","SBTE","2020-03-24T10:10:26.08+01:00","Sparebanken Telemark senker rentene",0,"other"
"4063","Pareto Bank ASA","PARB","2020-03-24T09:35:22.827+01:00","Praktisk informasjon vedr. avholdelse av generalforsamling i Pareto Bank ASA",1,"other"
"4064","Rem Saltire AS","EFOR","2020-03-24T08:34:07.03+01:00","Summons of bondholders' meeting",1,"other"
"4065","Rem Saltire AS","EFOR","2020-03-24T08:34:06.997+01:00","Innkalling til obligasjonseiermøte",1,"other"
"4066","TietoEVRY Oyj","TIETOO","2020-03-24T07:00:11.237+01:00","TietoEVRY cancels Annual General Meeting and convenes a new meeting later",0,"other"
"4067","Sparebanken Møre","MORG","2020-03-23T22:27:19.24+01:00","Oppdaterte saksdokumenter til generalforsamlingen",1,"other"
"4068","SpareBank 1 BV","SBVG","2020-03-23T22:16:01.093+01:00","Styret i SpareBank 1 BV anbefaler representantskapet å vedta et redusert utbytte",0,"other"
"4069","Totens Sparebank","TOTG","2020-03-23T21:03:41.94+01:00","KORR.: ENDRING FORESLÅTT OVERSKUDDSDISPONERING FOR 2019",0,"other"
"4070","Sparebanken Øst","SPOG","2020-03-23T20:36:33.257+01:00","Sparebanken Øst - endret innkalling til forstanderskapsmøte 26. mars 2020",1,"other"
"4071","Sparebanken Møre","MORG","2020-03-23T20:33:40.327+01:00","Key information relating to the cash dividend to be paid by Sparebanken Møre",0,"other"
"4072","Sparebanken Møre","MORG","2020-03-23T20:33:40.293+01:00","Nøkkelinformasjon ved kontantutbytte for Sparebanken Møre",0,"other"
"4073","Sparebanken Møre","MORG","2020-03-23T20:28:52.833+01:00","The Board of Directors of Sparebanken Møre proposes a reduction of dividends to the General Meeting",0,"other"
"4074","Sparebanken Møre","MORG","2020-03-23T20:28:52.657+01:00","Styret i Sparebanken Møre innstiller overfor generalforsamlingen på reduksjon i utbytte",0,"other"
"4075","Sparebanken Vest","SVEG","2020-03-23T20:13:27.98+01:00","Key information relating to cash dividend in Sparebanken Vest",0,"other"
"4076","Sparebanken Vest","SVEG","2020-03-23T20:13:27.863+01:00","Nøkkelinformasjon ved kontantutbytte i Sparebanken Vest",0,"other"
"4077","Sparebanken Øst","SPOG","2020-03-23T19:54:44.797+01:00","Sparebanken Øst - nøkkelinformasjon ved kontantutbytte",0,"other"
"4078","SpareBank 1 Østfold Akershus","SOAG","2020-03-23T19:54:44.517+01:00","KORRIGERT: Nøkkelinformasjon Utbytte",0,"other"
"4079","Sparebanken Vest","SVEG","2020-03-23T19:54:02.553+01:00","The board of directors of Sparebanken Vest reduces proposed dividend after renewed assessment",0,"other"
"4080","Sparebanken Vest","SVEG","2020-03-23T19:54:02.43+01:00","Styret i Sparebanken Vest justerer ned forslag til utbytte etter fornyet vurdering",0,"other"
"4081","Totens Sparebank","TOTG","2020-03-23T19:50:00+01:00","NØKKELINFORMASJON VED KONTANTUTBYTTE",0,"other"
"4082","Storebrand ASA","STB","2020-03-23T19:45:07.863+01:00","Storebrand ASA: Generalforsamlingen utsettes",0,"other"
"4083","Storebrand ASA","STB","2020-03-23T19:45:07.847+01:00","Storebrand ASA: Postponing the Annual General Meeting",0,"other"
"4084","Totens Sparebank","TOTG","2020-03-23T19:45:00+01:00","ENDRING FORESLÅTT OVERSKUDDSDISPONERING FOR 2019",0,"other"
"4085","SpareBank 1 Østfold Akershus","SOAG","2020-03-23T19:42:39.867+01:00","Finansiell kalender",0,"other"
"4086","Sparebanken Øst","SPOG","2020-03-23T19:42:22.727+01:00","Sparebanken Øst – styret foreslår endret utbytte",0,"other"
"4087","SpareBank 1 Østfold Akershus","SOAG","2020-03-23T19:41:00.99+01:00","Styret i SpareBank 1 Østfold Akershus anbefaler representantskapet å vedta et redusert utbytte",0,"other"
"4088","Ocean Yield ASA","OCY","2020-03-23T17:29:18.673+01:00","Revised guiding on dividends",0,"other"
"4089","Nordic Nanovector ASA","NANO","2020-03-23T17:24:03.86+01:00","Nordic Nanovector Appoints Dr Dominic Smethurst as Interim Chief Medical Officer",0,"other"
"4090","SpareBank 1 BV","SBVG","2020-03-23T17:18:40.8+01:00","Finansiell kalender",0,"other"
"4091","Ziton A/S","ZITON","2020-03-23T17:15:00+01:00","Summons for Written Resolution – amendments to Bond Terms and request for waivers",2,"other"
"4092","Ziton A/S","ZITON","2020-03-23T17:15:00+01:00","Summons for Written Resolution – amendments to Bond Terms and request for waivers",2,"other"
"4093","Voss Veksel- og Landmandsbank ASA","VVL","2020-03-23T17:02:21.787+01:00","Vekselbanken justerer utlåns- og innskotsrenter",0,"other"
"4094","KLP Boligkreditt AS","KLPBK","2020-03-23T16:49:46.66+01:00","KLP Boligkreditt AS – salg av egenbeholdning",0,"other"
"4095","Sbanken ASA","SBANK","2020-03-23T16:30:01.687+01:00","Sbanken ASA: Kutter umiddelbart alle boliglånsrenter med 0,5 prosentpoeng",0,"other"
"4096","Sbanken ASA","SBANK","2020-03-23T16:30:01.67+01:00","Sbanken ASA: Cuts all mortgage rates by 0.5 percentage points effective immediately",0,"other"
"4097","Sparebanken Sør","SOR","2020-03-23T16:27:57.26+01:00","Sparebanken Sør har i dag besluttet å sette ned rentene på boliglån med inntil 0,50 prosentpoeng",0,"other"
"4098","Self Storage Group ASA","SSG","2020-03-23T16:12:47.29+01:00","Self Storage Group ASA cancels the Extraordinary General Meeting scheduled for 30 March 2020",0,"other"
"4099","Funcom SE","FUNCOM","2020-03-23T16:09:23.457+01:00","Further extension of the Acceptance Period for the voluntary offer for all outstanding shares in Funcom SE",0,"other"
"4100","Prosafe SE","PRS","2020-03-23T16:00:01.737+01:00","Prosafe SE: Market update on ongoing operations / contracts",0,"other"
"4101","Quantafuel ASA","QFUEL-ME","2020-03-23T16:00:00+01:00","Quantafuel AS |Summary of Collaboration agreement with BASF.",1,"other"
"4102","5th Planet Games A/S","FIVEPG","2020-03-23T15:50:40.683+01:00","2020-14 Postponement of 5th Planet Games annual general meeting called for 23rd April 2020",1,"other"
"4103","Sparebanken Møre","MORG","2020-03-23T15:43:01.403+01:00","Sparebanken Møre setter ned rentene",0,"other"
"4104","Viking Redningstjeneste Topco AS","VIKR","2020-03-23T15:37:11.633+01:00","Viking Redningstjeneste Topco AS – Exercise of call option",2,"other"
"4105","Tysnes Sparebank","TYSB-ME","2020-03-23T15:30:44.567+01:00","Innkalling til forstanderskapsmøte i Tysnes Sparebank",8,"other"
"4106","Eika Forsikring AS","EIKF","2020-03-23T15:28:13.357+01:00","Finansiell kalender",0,"other"
"4107","SpareBank 1 Østlandet","SPOL","2020-03-23T14:45:11.717+01:00","SpareBank 1 Østlandet lowers interest rates",0,"other"
"4108","SpareBank 1 Østlandet","SPOL","2020-03-23T14:45:11.373+01:00","SpareBank 1 Østlandet senker rentene",0,"other"
"4109","Citycon Treasury B.V.","CITYT","2020-03-23T14:30:14.683+01:00","Citycon Oyj: Managers' Transactions",0,"other"
"4110","Sogn Sparebank","SOGN","2020-03-23T14:25:03.223+01:00","Sogn Sparebank set ned renta på utlån og innskot",0,"other"
"4111","SpareBank 1 SMN","MING","2020-03-23T14:25:01.927+01:00","SpareBank 1 SMN: New mortgage rate cut by SpareBank 1 SMN",0,"other"
"4112","SpareBank 1 SMN","MING","2020-03-23T14:25:01.927+01:00","SpareBank 1 SMN: Nytt rentekutt fra SpareBank 1 SMN",0,"other"
